vector_type,q1_run1,q1_run2,q1_run3,q1_avg,q6_run1,q6_run2,q6_run3,q6_avg,db_size_bytes,db_size_mb
CONSTANT_VECTOR,1.0265535489998001,1.0257758490006381,1.0257972199997312,1.0260422060000565,1.024680508999154,1.0246360300006927,1.0269547600000806,1.025423766333309,27799552,26.51171875
FLAT_VECTOR,0.026749758999358164,0.3125798119999672,0.02783078999891586,0.12238678699941374,0.2729056120006135,0.030226889000914525,0.2720485930003633,0.19172703133396377,27537408,26.26171875
